planta,ind,radio,reproductiva,flores,categoria
planta 3,359,71.6,si,4,8
planta 3,328,72.4,si,12,8
planta 3,360,72.4,si,4,8
planta 3,329,73.2,no,0,8
planta 3,361,73.2,no,4,8
planta 3,330,75.4,si,2,8
planta 3,331,75.4,si,6,8
planta 3,362,75.4,si,4,8
planta 3,363,75.4,si,4,8
planta 3,332,76.5,si,6,8
planta 3,364,76.5,si,4,8
planta 3,333,77.9,si,12,8
planta 3,365,77.9,si,4,8
planta 3,334,78.1,si,4,8
planta 3,366,78.1,si,4,8
planta 3,335,78.4,si,6,8
planta 3,367,78.4,si,4,8
planta 3,336,78.6,si,2,8
planta 3,368,78.6,si,4,8
planta 3,337,78.8,si,12,8
planta 3,338,78.8,si,4,8
planta 3,369,78.8,si,4,8
planta 3,370,78.8,si,4,8
planta 3,339,79.8,si,12,8
planta 3,371,79.8,si,4,8
planta 3,340,80.3,si,4,9
planta 3,372,80.3,si,4,9
planta 3,341,80.8,si,6,9
planta 3,373,80.8,si,4,9
planta 3,342,81.6,si,8,9
planta 3,374,81.6,si,5,9
planta 3,343,81.8,si,10,9
planta 3,375,81.8,si,5,9
planta 3,344,83.5,si,6,9
planta 3,376,83.5,si,5,9
planta 3,345,83.6,si,12,9
planta 3,377,83.6,si,5,9
planta 3,346,83.7,si,6,9
planta 3,378,83.7,si,5,9
planta 3,347,84.1,si,8,9
planta 3,379,84.1,si,5,9
planta 3,348,85,si,8,9
planta 3,380,85,si,5,9
planta 3,349,85.1,si,8,9
planta 3,381,85.1,si,5,9
planta 3,350,90.2,si,4,10
planta 3,382,90.2,si,5,10
planta 3,351,98.6,si,16,10
planta 3,383,98.6,si,5,10
planta 3,352,104,si,6,10
planta 3,384,104,si,6,10
planta 3,353,106.1,si,4,10
planta 3,385,106.1,si,6,10
planta 4,111,1,no,0,1
planta 4,221,1.1,no,0,1
planta 4,267,1.4,no,0,1
planta 4,152,2.5,no,0,1
planta 4,227,2.7,no,0,1
planta 4,270,3,no,0,1
planta 4,272,3,no,0,1
planta 4,116,3.1,no,0,1
planta 4,314,3.1,no,0,1
planta 4,231,3.7,no,0,1
planta 4,211,3.9,no,0,1
planta 4,210,4,no,0,1
planta 4,147,4.1,no,0,1
planta 4,149,4.1,no,0,1
planta 4,312,4.21,no,0,1
planta 4,137,4.5,no,0,1
planta 4,180,4.6,no,0,1
planta 4,146,4.8,no,0,1
planta 4,311,4.81,no,0,1
planta 4,309,4.98,no,0,1
planta 4,265,5,no,0,1
planta 4,266,5.3,no,0,1
planta 4,94,5.35,no,0,1
planta 4,148,5.5,no,0,1
planta 4,308,5.51,no,0,1
planta 4,306,5.53,no,0,1
planta 4,138,5.6,no,0,1
planta 4,255,5.8,no,0,1
planta 4,256,5.8,no,0,1
planta 4,135,6,no,0,1
planta 4,151,6.1,no,0,1
planta 4,153,6.1,no,0,1
planta 4,155,6.1,no,0,1
planta 4,264,6.3,no,0,1
planta 4,307,6.3,no,0,1
planta 4,249,6.5,no,0,1
planta 4,251,6.5,no,0,1
planta 4,259,6.64,no,0,1
planta 4,313,6.8,no,0,1
planta 4,302,7,no,0,1
planta 4,303,7,no,0,1
planta 4,107,7.1,no,0,1
planta 4,165,7.5,no,0,1
planta 4,301,7.59,no,0,1
planta 4,143,7.6,no,0,1
planta 4,92,7.63,no,0,1
planta 4,258,8.1,no,0,1
planta 4,219,8.17,no,0,1
planta 4,157,8.46,no,0,1
planta 4,132,8.6,no,0,1
planta 4,113,8.83,no,0,1
planta 4,233,8.98,no,0,1
planta 4,236,9.02,no,0,1
planta 4,90,9.2,no,0,1
planta 4,166,9.3,no,0,1
planta 4,150,9.4,no,0,1
planta 4,262,9.4,no,0,1
planta 4,134,9.5,no,0,1
planta 4,131,9.6,no,0,1
planta 4,257,9.87,no,0,1
planta 4,136,10,no,0,1
planta 4,315,10.2,no,0,2
planta 4,209,10.27,no,0,2
planta 4,154,10.3,no,0,2
planta 4,263,10.35,no,0,2
planta 4,268,10.42,no,0,2
planta 4,89,10.56,no,0,2
planta 4,93,10.6,no,0,2
planta 4,230,10.63,no,0,2
planta 4,167,10.8,no,0,2
planta 4,141,10.93,no,0,2
planta 4,215,11.2,no,0,2
planta 4,305,11.22,no,0,2
planta 4,274,11.23,no,0,2
planta 4,159,11.28,no,0,2
planta 4,261,11.34,no,0,2
planta 4,260,11.4,no,0,2
planta 4,108,11.7,no,0,2
planta 4,205,12.39,no,0,2
planta 4,88,12.4,no,0,2
planta 4,203,12.4,no,0,2
planta 4,168,13,no,0,2
planta 4,130,13.4,no,0,2
planta 4,228,13.41,no,0,2
planta 4,245,13.6,no,0,2
planta 4,299,14,no,0,2
planta 4,241,14.09,no,0,2
planta 4,243,14.09,no,0,2
planta 4,71,14.38,no,0,2
planta 4,232,14.67,no,0,2
planta 4,235,14.8,no,0,2
planta 4,222,14.9,no,0,2
planta 4,310,15,no,0,2
planta 4,204,15.01,no,0,2
planta 4,284,15.19,no,0,2
planta 4,110,15.2,no,0,2
planta 4,295,15.2,no,0,2
planta 4,217,15.48,no,0,2
planta 4,38,15.9,no,0,2
planta 4,206,16.1,no,0,2
planta 4,142,16.2,no,0,2
planta 4,252,16.33,no,0,2
planta 4,133,16.66,no,0,2
planta 4,207,16.75,no,0,2
planta 4,192,16.85,no,0,2
planta 4,91,17,no,0,2
planta 4,283,17.13,no,0,2
planta 4,220,17.24,no,0,2
planta 4,22,17.9,no,0,2
planta 4,273,18.3,no,0,2
planta 4,112,18.9,no,0,2
planta 4,237,18.9,no,0,2
planta 4,114,19.04,no,0,2
planta 4,34,19.3,no,0,2
planta 4,129,19.3,no,0,2
planta 4,70,19.6,no,0,2
planta 4,78,19.69,no,0,2
planta 4,139,19.78,no,0,2
planta 4,250,19.8,no,0,2
planta 4,244,20,no,0,2
planta 4,68,20.02,no,0,3
planta 4,69,20.02,no,0,3
planta 4,125,20.44,no,0,3
planta 4,297,21,no,0,3
planta 4,117,21.4,no,0,3
planta 4,234,21.4,no,0,3
planta 4,87,21.98,no,0,3
planta 4,208,22.1,no,0,3
planta 4,106,22.3,no,0,3
planta 4,177,22.64,no,0,3
planta 4,229,23.42,no,0,3
planta 4,156,23.43,no,0,3
planta 4,276,23.5,no,0,3
planta 4,7,24.4,no,0,3
planta 4,253,24.87,no,0,3
planta 4,175,25,no,0,3
planta 4,20,25.3,no,0,3
planta 4,105,25.36,no,0,3
planta 4,115,26.58,no,0,3
planta 4,118,26.58,no,0,3
planta 4,66,26.9,no,0,3
planta 4,44,27.61,no,0,3
planta 4,45,27.62,no,0,3
planta 4,49,27.76,no,0,3
planta 4,140,28.3,no,0,3
planta 4,79,28.4,no,0,3
planta 4,247,28.4,no,0,3
planta 4,200,28.7,no,0,3
planta 4,67,29,no,0,3
planta 4,304,30.29,no,0,4
planta 4,289,30.42,no,0,4
planta 4,19,30.7,no,0,4
planta 4,269,30.7,no,0,4
planta 4,2,30.85,no,0,4
planta 4,75,31.65,no,0,4
planta 4,199,31.9,no,0,4
planta 4,291,32.04,no,0,4
planta 4,39,32.3,no,0,4
planta 4,120,32.86,no,0,4
planta 4,5,32.9,si,2,4
planta 4,290,33.03,no,0,4
planta 4,96,33.8,no,0,4
planta 4,43,33.9,no,0,4
planta 4,73,34.32,no,0,4
planta 4,169,34.6,si,1,4
planta 4,162,34.71,si,1,4
planta 4,84,35.1,no,0,4
planta 4,164,35.2,no,0,4
planta 4,197,35.55,no,0,4
planta 4,103,35.6,no,0,4
planta 4,275,35.85,no,0,4
planta 4,281,35.92,no,0,4
planta 4,33,36.2,no,0,4
planta 4,6,36.44,no,0,4
planta 4,104,36.6,no,0,4
planta 4,28,36.8,si,1,4
planta 4,240,37.02,no,0,4
planta 4,11,37.8,no,0,4
planta 4,238,37.8,no,0,4
planta 4,172,38.36,no,0,4
planta 4,158,38.5,no,0,4
planta 4,128,38.54,si,10,4
planta 4,126,38.56,si,6,4
planta 4,239,38.7,si,1,4
planta 4,178,39.4,si,2,4
planta 4,9,39.54,no,0,4
planta 4,36,39.83,si,2,4
planta 4,242,39.9,no,0,4
planta 4,285,40.4,si,5,5
planta 4,286,40.82,no,0,5
planta 4,99,40.9,si,3,5
planta 4,40,41.3,no,0,5
planta 4,182,41.5,no,0,5
planta 4,82,42,no,0,5
planta 4,145,42.1,si,10,5
planta 4,124,42.2,si,4,5
planta 4,21,42.6,no,0,5
planta 4,61,42.62,no,0,5
planta 4,288,43.29,no,0,5
planta 4,48,43.8,no,0,5
planta 4,173,43.8,si,6,5
planta 4,144,43.9,si,1,5
planta 4,17,44.18,no,0,5
planta 4,76,44.19,no,0,5
planta 4,170,44.3,si,6,5
planta 4,4,45.5,si,1,5
planta 4,97,45.5,si,3,5
planta 4,102,45.8,no,0,5
planta 4,216,45.87,si,3,5
planta 4,282,46.6,no,0,5
planta 4,41,46.8,no,0,5
planta 4,95,47,si,5,5
planta 4,292,47,si,3,5
planta 4,53,47.26,no,0,5
planta 4,46,48.6,si,4,5
planta 4,14,48.7,si,4,5
planta 4,190,48.72,no,0,5
planta 4,32,48.8,si,1,5
planta 4,224,49.29,si,8,5
planta 4,15,49.45,no,0,5
planta 4,65,49.52,no,0,5
planta 4,109,49.55,si,4,5
planta 4,26,49.6,no,0,5
planta 4,254,49.7,si,5,5
planta 4,185,49.79,no,0,5
planta 4,16,50.3,si,1,6
planta 4,72,50.5,si,1,6
planta 4,59,50.56,no,0,6
planta 4,12,50.6,no,0,6
planta 4,202,50.6,si,2,6
planta 4,23,50.74,si,6,6
planta 4,278,51.22,no,0,6
planta 4,280,51.23,no,0,6
planta 4,212,52.83,no,0,6
planta 4,58,52.89,no,0,6
planta 4,121,53.27,si,3,6
planta 4,226,53.8,si,1,6
planta 4,13,53.84,si,4,6
planta 4,85,54.54,no,0,6
planta 4,119,54.8,si,2,6
planta 4,10,55.2,si,2,6
planta 4,25,55.2,si,3,6
planta 4,62,55.3,si,1,6
planta 4,298,55.43,si,2,6
planta 4,127,55.5,no,0,6
planta 4,77,55.9,no,0,6
planta 4,57,56.2,no,0,6
planta 4,163,56.21,si,2,6
planta 4,63,56.45,no,0,6
planta 4,223,56.56,si,5,6
planta 4,37,56.8,si,4,6
planta 4,122,57.7,no,0,6
planta 4,18,58.1,si,1,6
planta 4,55,58.34,no,0,6
planta 4,30,58.74,si,4,6
planta 4,160,59.75,si,11,6
planta 4,83,59.82,no,0,6
planta 4,195,59.9,si,1,6
planta 4,174,60.6,si,9,7
planta 4,3,61.2,si,2,7
planta 4,213,61.6,si,4,7
planta 4,218,62.3,si,5,7
planta 4,100,62.82,no,0,7
planta 4,183,62.99,si,2,7
planta 4,42,63.4,si,5,7
planta 4,123,63.8,si,5,7
planta 4,98,63.81,si,5,7
planta 4,81,64.36,si,2,7
planta 4,246,64.45,si,8,7
planta 4,184,64.65,si,6,7
planta 4,179,65.63,si,2,7
planta 4,181,65.65,si,28,7
planta 4,31,65.8,si,5,7
planta 4,80,65.9,si,9,7
planta 4,27,66,no,0,7
planta 4,187,67.14,si,9,7
planta 4,86,67.3,si,3,7
planta 4,24,68.2,si,2,7
planta 4,101,69.6,no,0,7
planta 4,196,69.9,si,2,7
planta 4,47,70.26,si,2,8
planta 4,193,70.4,si,4,8
planta 4,198,70.7,si,1,8
planta 4,64,70.8,si,4,8
planta 4,51,71.96,si,7,8
planta 4,52,71.97,si,5,8
planta 4,188,73.33,si,11,8
planta 4,279,73.8,si,11,8
planta 4,248,74.14,si,2,8
planta 4,300,74.8,si,7,8
planta 4,29,75.2,no,0,8
planta 4,214,75.46,no,0,8
planta 4,277,77.14,si,2,8
planta 4,1,79,si,1,8
planta 4,50,79.3,no,0,8
planta 4,171,79.5,si,15,8
planta 4,194,79.72,si,1,8
planta 4,54,80,si,4,8
planta 4,60,80.3,si,3,9
planta 4,296,81.2,si,4,9
planta 4,294,81.28,si,4,9
planta 4,201,83.14,si,18,9
planta 4,8,84.5,si,9,9
planta 4,176,86.82,si,4,9
planta 4,293,86.83,no,0,9
planta 4,189,87.3,si,2,9
planta 4,225,87.8,si,8,9
planta 4,186,90,si,18,9
planta 4,74,90.9,si,7,10
planta 4,271,93.19,si,1,10
planta 4,161,98.2,si,13,10
planta 4,35,98.6,si,6,10
planta 4,287,102.2,si,11,10
planta 4,56,107.2,si,3,10
planta 4,191,116.1,no,0,10
planta 5,62,3.6,no,0,1
planta 5,152,4.8,no,0,1
planta 5,61,5.4,no,0,1
planta 5,67,6,no,0,1
planta 5,155,6.4,no,0,1
planta 5,172,7,no,0,1
planta 5,51,7.2,no,0,1
planta 5,37,7.3,no,0,1
planta 5,31,7.4,no,0,1
planta 5,146,7.4,no,0,1
planta 5,211,7.5,no,0,1
planta 5,40,7.6,no,0,1
planta 5,80,8,no,0,1
planta 5,213,8,no,0,1
planta 5,212,8.1,no,0,1
planta 5,64,8.2,no,0,1
planta 5,66,8.2,no,0,1
planta 5,68,8.2,no,0,1
planta 5,78,8.2,no,0,1
planta 5,33,8.3,no,0,1
planta 5,151,8.3,no,0,1
planta 5,153,8.5,no,0,1
planta 5,257,8.5,no,0,1
planta 5,260,8.5,no,0,1
planta 5,149,8.7,no,0,1
planta 5,156,8.8,no,0,1
planta 5,63,8.9,no,0,1
planta 5,77,9,no,0,1
planta 5,142,9.3,no,0,1
planta 5,36,9.4,no,0,1
planta 5,314,9.4,no,0,1
planta 5,144,9.5,no,0,1
planta 5,215,9.5,no,0,1
planta 5,150,9.7,no,0,1
planta 5,39,9.8,no,0,1
planta 5,141,9.8,no,0,1
planta 5,255,9.8,no,0,1
planta 5,312,9.8,no,0,1
planta 5,148,9.9,no,0,1
planta 5,315,9.9,no,0,1
planta 5,196,10.16,no,0,2
planta 5,5,10.2,no,0,2
planta 5,147,10.3,no,0,2
planta 5,214,10.3,no,0,2
planta 5,124,10.4,no,0,2
planta 5,233,10.4,no,0,2
planta 5,311,10.4,no,0,2
planta 5,137,10.5,no,0,2
planta 5,158,10.6,no,0,2
planta 5,302,10.7,no,0,2
planta 5,53,10.8,no,0,2
planta 5,237,10.8,no,0,2
planta 5,7,11.1,no,0,2
planta 5,174,11.1,no,0,2
planta 5,308,11.1,no,0,2
planta 5,171,11.4,no,0,2
planta 5,249,11.4,no,0,2
planta 5,313,11.6,no,0,2
planta 5,34,11.7,no,0,2
planta 5,143,11.7,no,0,2
planta 5,194,11.7,no,0,2
planta 5,232,11.7,no,0,2
planta 5,245,11.7,no,0,2
planta 5,310,11.7,no,0,2
planta 5,138,11.8,no,0,2
planta 5,139,11.8,no,0,2
planta 5,38,11.9,no,0,2
planta 5,286,11.9,no,0,2
planta 5,32,12,no,0,2
planta 5,81,12,no,0,2
planta 5,236,12.1,no,0,2
planta 5,169,12.3,no,0,2
planta 5,28,12.4,no,0,2
planta 5,316,12.4,no,0,2
planta 5,318,12.4,no,0,2
planta 5,160,12.5,no,0,2
planta 5,65,12.6,no,0,2
planta 5,247,12.6,no,0,2
planta 5,251,12.7,no,0,2
planta 5,254,13,no,0,2
planta 5,161,13.1,no,0,2
planta 5,309,13.3,no,0,2
planta 5,145,13.4,no,0,2
planta 5,306,13.4,no,0,2
planta 5,192,13.6,no,0,2
planta 5,235,13.7,no,0,2
planta 5,307,13.7,no,0,2
planta 5,230,13.8,si,3,2
planta 5,136,14,no,0,2
planta 5,49,14.1,no,0,2
planta 5,317,14.1,no,0,2
planta 5,319,14.1,no,0,2
planta 5,135,14.2,no,0,2
planta 5,4,14.4,no,0,2
planta 5,221,14.53,no,0,2
planta 5,134,14.9,no,0,2
planta 5,45,15.1,no,0,2
planta 5,299,15.1,no,0,2
planta 5,55,15.2,no,0,2
planta 5,280,15.5,no,0,2
planta 5,96,15.6,no,0,2
planta 5,287,15.7,no,0,2
planta 5,76,15.9,no,0,2
planta 5,140,16.4,no,0,2
planta 5,35,16.6,no,0,2
planta 5,269,16.6,no,0,2
planta 5,52,16.7,no,0,2
planta 5,234,16.8,no,0,2
planta 5,284,16.8,no,0,2
planta 5,294,16.8,no,0,2
planta 5,298,16.8,no,0,2
planta 5,30,17.2,no,0,2
planta 5,168,17.2,no,0,2
planta 5,291,17.3,no,0,2
planta 5,24,17.5,no,0,2
planta 5,228,17.5,no,0,2
planta 5,122,17.6,no,0,2
planta 5,131,17.9,no,0,2
planta 5,48,18,no,0,2
planta 5,79,18,no,0,2
planta 5,170,18.2,no,0,2
planta 5,277,18.2,no,0,2
planta 5,305,18.2,si,3,2
planta 5,29,18.3,no,0,2
planta 5,264,18.3,no,0,2
planta 5,100,18.5,no,0,2
planta 5,69,18.7,no,0,2
planta 5,289,18.7,no,0,2
planta 5,285,18.8,no,0,2
planta 5,44,18.9,no,0,2
planta 5,99,19.3,no,0,2
planta 5,9,19.6,no,0,2
planta 5,128,19.8,si,2,2
planta 5,188,19.8,no,0,2
planta 5,295,20.2,no,0,3
planta 5,244,20.4,no,0,3
planta 5,292,20.8,no,0,3
planta 5,58,20.9,no,0,3
planta 5,173,21.1,no,0,3
planta 5,54,21.2,no,0,3
planta 5,217,21.2,no,0,3
planta 5,283,21.5,no,0,3
planta 5,56,21.6,no,0,3
planta 5,59,21.7,no,0,3
planta 5,241,21.8,no,0,3
planta 5,282,22,no,0,3
planta 5,26,22.1,no,0,3
planta 5,12,22.2,no,0,3
planta 5,6,22.3,no,0,3
planta 5,225,22.6,no,0,3
planta 5,239,22.8,no,0,3
planta 5,8,22.9,no,0,3
planta 5,104,23,no,0,3
planta 5,2,23.1,no,0,3
planta 5,47,23.2,no,0,3
planta 5,22,23.3,no,0,3
planta 5,304,23.5,no,0,3
planta 5,50,23.6,no,0,3
planta 5,164,23.8,no,0,3
planta 5,190,24.1,si,2,3
planta 5,70,24.2,no,0,3
planta 5,275,24.5,si,1,3
planta 5,261,24.6,no,0,3
planta 5,270,24.6,no,0,3
planta 5,106,24.8,no,0,3
planta 5,133,24.9,no,0,3
planta 5,115,25.3,si,3,3
planta 5,13,25.4,no,0,3
planta 5,202,25.8,no,0,3
planta 5,87,26,no,0,3
planta 5,224,26.2,no,0,3
planta 5,240,26.5,no,0,3
planta 5,265,26.6,no,0,3
planta 5,272,26.6,si,4,3
planta 5,1,26.7,no,0,3
planta 5,167,27,no,0,3
planta 5,242,27.2,no,0,3
planta 5,259,27.2,no,0,3
planta 5,210,27.3,no,0,3
planta 5,95,27.4,si,1,3
planta 5,303,27.4,no,0,3
planta 5,10,27.6,no,0,3
planta 5,281,28,no,0,3
planta 5,23,28.1,no,0,3
planta 5,46,28.1,no,0,3
planta 5,243,28.1,no,0,3
planta 5,3,28.6,no,0,3
planta 5,92,28.6,no,0,3
planta 5,20,28.7,no,0,3
planta 5,27,28.7,no,0,3
planta 5,11,28.9,no,0,3
planta 5,60,29.2,no,0,3
planta 5,57,29.3,no,0,3
planta 5,123,29.4,si,7,3
planta 5,268,29.5,no,0,3
planta 5,201,29.6,no,0,3
planta 5,18,29.9,no,0,3
planta 5,116,30,si,1,3
planta 5,296,30.3,no,0,4
planta 5,238,30.5,no,0,4
planta 5,191,30.6,no,0,4
planta 5,276,30.6,no,0,4
planta 5,15,30.7,si,2,4
planta 5,165,31,no,0,4
planta 5,301,31.2,no,0,4
planta 5,94,31.4,no,0,4
planta 5,74,31.7,no,0,4
planta 5,126,31.9,no,0,4
planta 5,114,33.1,si,4,4
planta 5,177,33.5,no,0,4
planta 5,186,33.5,si,1,4
planta 5,121,34,si,9,4
planta 5,110,34.4,no,0,4
planta 5,14,34.5,no,0,4
planta 5,43,34.5,no,0,4
planta 5,183,34.5,si,2,4
planta 5,108,34.6,si,1,4
planta 5,248,35.4,si,8,4
planta 5,91,35.5,no,0,4
planta 5,17,35.7,no,0,4
planta 5,129,35.7,si,2,4
planta 5,198,35.8,si,10,4
planta 5,262,36,si,11,4
planta 5,112,36.2,si,1,4
planta 5,42,36.6,si,4,4
planta 5,93,36.6,si,4,4
planta 5,21,36.8,no,0,4
planta 5,75,37,si,4,4
planta 5,117,37.2,si,2,4
planta 5,279,37.3,no,0,4
planta 5,258,37.5,si,3,4
planta 5,103,38.1,no,0,4
planta 5,187,38.1,si,3,4
planta 5,159,39.1,si,4,4
planta 5,16,39.3,si,2,4
planta 5,266,39.7,no,0,4
planta 5,300,39.7,no,0,4
planta 5,219,40.9,si,11,5
planta 5,73,41.1,si,2,5
planta 5,181,41.4,si,6,5
planta 5,189,41.4,si,2,5
planta 5,72,41.6,si,12,5
planta 5,195,41.7,no,0,5
planta 5,163,41.9,si,6,5
planta 5,218,41.9,si,4,5
planta 5,111,42,si,4,5
planta 5,226,42.1,no,0,5
planta 5,184,42.2,no,0,5
planta 5,19,42.5,si,5,5
planta 5,132,42.8,no,0,5
planta 5,193,43,si,12,5
planta 5,89,43.2,no,0,5
planta 5,71,43.4,si,6,5
planta 5,278,44.9,no,0,5
planta 5,290,45.4,si,16,5
planta 5,209,46.1,si,3,5
planta 5,274,46.7,no,0,5
planta 5,250,46.9,no,0,5
planta 5,109,47,no,0,5
planta 5,113,47.8,si,4,5
planta 5,271,48.2,si,5,5
planta 5,220,48.6,si,4,5
planta 5,205,49,si,5,5
planta 5,216,49.2,si,10,5
planta 5,178,49.5,si,3,5
planta 5,127,49.6,no,0,5
planta 5,97,49.9,si,1,5
planta 5,231,50,no,0,5
planta 5,199,50.2,si,7,6
planta 5,180,50.5,si,5,6
planta 5,88,50.6,si,6,6
planta 5,267,50.7,si,10,6
planta 5,293,51.2,si,2,6
planta 5,273,51.3,si,5,6
planta 5,203,51.7,si,8,6
planta 5,256,51.7,si,8,6
planta 5,288,52.1,si,7,6
planta 5,157,52.8,si,24,6
planta 5,208,54,si,14,6
planta 5,176,54.4,si,9,6
planta 5,207,55.2,si,5,6
planta 5,263,55.5,si,11,6
planta 5,162,56,si,26,6
planta 5,166,56.4,si,5,6
planta 5,105,56.5,si,3,6
planta 5,107,57,si,16,6
planta 5,253,58.4,si,4,6
planta 5,182,58.5,si,18,6
planta 5,130,59.3,si,18,6
planta 5,227,59.3,si,6,6
planta 5,222,59.4,si,16,6
planta 5,185,59.5,si,26,6
planta 5,83,59.7,si,4,6
planta 5,25,60.5,si,2,7
planta 5,98,61.5,si,21,7
planta 5,246,62.1,si,16,7
planta 5,102,63.4,si,7,7
planta 5,86,64.5,si,11,7
planta 5,101,64.5,si,9,7
planta 5,82,65.1,si,19,7
planta 5,200,66.3,si,9,7
planta 5,297,66.6,si,11,7
planta 5,252,68,si,10,7
planta 5,90,68.1,si,13,7
planta 5,179,68.5,si,30,7
planta 5,120,68.7,si,5,7
planta 5,223,68.9,si,28,7
planta 5,118,69.5,si,20,7
planta 5,175,69.9,si,16,7
planta 5,154,70,si,22,7
planta 5,125,70.5,si,14,8
planta 5,84,71.7,si,20,8
planta 5,85,72.4,si,11,8
planta 5,119,75.8,si,3,8
planta 5,204,76.4,si,6,8
planta 5,41,77,si,14,8
planta 5,197,82.7,si,20,9
planta 5,206,83.3,si,30,9
planta 5,229,90,si,34,9
planta 6,68,2.56,no,0,1
planta 6,26,4.93,no,0,1
planta 6,8,5.52,no,0,1
planta 6,6,5.9,no,0,1
planta 6,37,6.05,no,0,1
planta 6,67,6.19,no,0,1
planta 6,2,6.34,no,0,1
planta 6,53,6.35,no,0,1
planta 6,22,6.5,no,0,1
planta 6,36,6.84,no,0,1
planta 6,58,7.16,no,0,1
planta 6,69,7.2,no,0,1
planta 6,42,7.24,no,0,1
planta 6,23,7.31,no,0,1
planta 6,30,7.5,no,0,1
planta 6,33,7.55,no,0,1
planta 6,32,7.66,no,0,1
planta 6,66,7.76,no,0,1
planta 6,24,7.79,no,0,1
planta 6,39,8.05,no,0,1
planta 6,28,8.11,no,0,1
planta 6,70,8.35,no,0,1
planta 6,17,8.5,no,0,1
planta 6,41,8.67,no,0,1
planta 6,25,9.03,no,0,1
planta 6,27,9.03,no,0,1
planta 6,64,9.29,no,0,1
planta 6,9,9.66,no,0,1
planta 6,38,9.72,no,0,1
planta 6,60,9.93,no,0,1
planta 6,57,9.94,no,0,1
planta 6,43,9.98,no,0,1
planta 6,71,10.01,no,0,2
planta 6,10,10.13,no,0,2
planta 6,55,10.19,no,0,2
planta 6,4,10.32,no,0,2
planta 6,29,10.4,no,0,2
planta 6,31,11.76,no,0,2
planta 6,15,11.84,no,0,2
planta 6,59,11.92,no,0,2
planta 6,35,11.98,no,0,2
planta 6,12,12.47,no,0,2
planta 6,18,12.63,no,0,2
planta 6,63,12.63,no,0,2
planta 6,21,12.73,no,0,2
planta 6,13,13.32,no,0,2
planta 6,65,13.48,no,0,2
planta 6,16,13.51,no,0,2
planta 6,14,14.14,no,0,2
planta 6,74,14.71,no,0,2
planta 6,3,14.72,no,0,2
planta 6,40,14.99,no,0,2
planta 6,48,14.99,no,0,2
planta 6,73,15.31,no,0,2
planta 6,19,15.76,no,0,2
planta 6,1,15.98,no,0,2
planta 6,20,16.42,no,0,2
planta 6,7,17.2,no,0,2
planta 6,11,17.82,no,0,2
planta 6,61,18.01,no,0,2
planta 6,34,18.16,no,0,2
planta 6,62,18.41,no,0,2
planta 6,50,18.59,si,1,2
planta 6,72,19.91,no,0,2
planta 6,45,21.62,no,0,3
planta 6,5,24.03,no,0,3
planta 6,49,27.18,no,0,3
planta 6,47,29.56,no,0,3
planta 6,54,40.2,no,0,5
planta 6,51,41.76,no,0,5
planta 6,56,44.68,no,0,5
planta 6,46,49.79,si,2,5
planta 6,44,57.29,si,14,6
planta 6,52,76.68,si,8,8
planta 7 ,2,2.2,no,0,1
planta 7 ,8,3.35,no,0,1
planta 7 ,37,3.92,no,0,1
planta 7 ,41,4.61,no,0,1
planta 7 ,9,5.32,no,0,1
planta 7 ,4,5.58,no,0,1
planta 7 ,36,5.64,no,0,1
planta 7 ,22,5.77,no,0,1
planta 7 ,42,5.78,no,0,1
planta 7 ,32,6.35,no,0,1
planta 7 ,43,6.59,no,0,1
planta 7 ,10,6.66,no,0,1
planta 7 ,31,6.87,no,0,1
planta 7 ,39,6.9,no,0,1
planta 7 ,33,7.18,no,0,1
planta 7 ,46,7.28,no,0,1
planta 7 ,40,7.63,no,0,1
planta 7 ,34,7.73,no,0,1
planta 7 ,5,7.78,no,0,1
planta 7 ,6,7.92,no,0,1
planta 7 ,19,7.92,no,0,1
planta 7 ,7,8.03,no,0,1
planta 7 ,28,8.51,no,0,1
planta 7 ,38,8.78,no,0,1
planta 7 ,12,8.82,no,0,1
planta 7 ,25,8.91,no,0,1
planta 7 ,50,9.06,no,0,1
planta 7 ,45,9.43,no,0,1
planta 7 ,11,10.13,no,0,2
planta 7 ,35,11.4,no,0,2
planta 7 ,13,11.41,no,0,2
planta 7 ,51,12.41,no,0,2
planta 7 ,16,12.6,no,0,2
planta 7 ,20,13.01,no,0,2
planta 7 ,21,13.91,no,0,2
planta 7 ,3,14.94,no,0,2
planta 7 ,44,15.06,no,0,2
planta 7 ,49,15.46,no,0,2
planta 7 ,30,16.84,no,0,2
planta 7 ,14,16.91,no,0,2
planta 7 ,23,20.24,no,0,3
planta 7 ,17,20.6,si,1,3
planta 7 ,18,21.3,no,0,3
planta 7 ,26,21.59,no,0,3
planta 7 ,29,22.13,no,0,3
planta 7 ,48,25.15,no,0,3
planta 7 ,24,27.94,no,0,3
planta 7 ,27,31.01,si,1,4
planta 7 ,15,40.32,si,1,5
planta 7 ,47,43.08,si,3,5
planta 7 ,1,45.72,no,0,5
planta 8,3,6.04,no,0,1
planta 8,9,7.5,no,0,1
planta 8,10,8.2,no,0,1
planta 8,8,8.21,no,0,1
planta 8,2,9.5,no,0,1
planta 8,4,11.53,no,0,2
planta 8,13,12.04,no,0,2
planta 8,5,12.28,no,0,2
planta 8,6,13.21,no,0,2
planta 8,14,13.73,no,0,2
planta 8,12,14.3,no,0,2
